Clicks;Calls;Sites;Position;DayOfWeek;HasSocialAccounts;nom1;nom2;nom3;nom4;nom5;nom6
3;1;1;22;3;0;0;0;1;0;0;0
3;1;1;1;5;1;0;0;0;0;1;0
3;1;1;162;4;1;0;0;0;1;0;0
3;1;1;20;4;1;0;0;0;1;0;0
3;1;1;1;6;0;0;0;0;0;0;1
3;1;1;100;2;1;0;1;0;0;0;0
3;1;1;10;1;0;1;0;0;0;0;0
3;1;1;49;3;1;0;0;1;0;0;0
3;1;1;2;7;1;0;0;0;0;0;0
3;1;1;114;5;1;0;0;0;0;1;0
3;1;2;64;5;1;0;0;0;0;1;0
3;1;2;19;5;1;0;0;0;0;1;0
3;1;2;16;5;1;0;0;0;0;1;0
3;1;1;13;1;1;1;0;0;0;0;0
3;5;3;11;3;0;0;0;1;0;0;0
3;1;3;49;5;1;0;0;0;0;1;0
3;1;2;16;4;0;0;0;0;1;0;0
3;1;1;474;1;0;1;0;0;0;0;0
3;1;1;71;7;0;0;0;0;0;0;0
3;1;2;52;7;1;0;0;0;0;0;0
3;1;2;30;4;1;0;0;0;1;0;0
3;1;1;409;2;1;0;1;0;0;0;0
3;1;2;22;1;0;1;0;0;0;0;0
3;1;2;2;7;0;0;0;0;0;0;0
3;1;2;16;2;0;0;1;0;0;0;0
3;1;1;195;4;0;0;0;0;1;0;0
3;1;1;55;5;1;0;0;0;0;1;0
3;1;2;55;5;0;0;0;0;0;1;0
3;1;3;48;1;0;1;0;0;0;0;0
3;1;2;46;5;0;0;0;0;0;1;0
3;1;2;5;3;1;0;0;1;0;0;0
3;1;2;77;2;1;0;1;0;0;0;0
3;1;1;70;3;1;0;0;1;0;0;0
3;1;2;40;2;1;0;1;0;0;0;0
3;1;2;7;3;0;0;0;1;0;0;0
3;1;1;69;4;1;0;0;0;1;0;0
3;2;1;74;1;1;1;0;0;0;0;0
3;1;2;167;4;0;0;0;0;1;0;0
3;1;2;78;1;1;1;0;0;0;0;0
3;1;1;35;2;0;0;1;0;0;0;0
3;1;2;6;3;0;0;0;1;0;0;0
3;1;1;67;4;1;0;0;0;1;0;0
3;1;2;15;5;1;0;0;0;0;1;0
3;1;1;20;2;0;0;1;0;0;0;0
3;1;2;10;3;1;0;0;1;0;0;0
3;1;1;328;4;1;0;0;0;1;0;0
3;1;1;1;2;0;0;1;0;0;0;0
3;1;2;19;2;1;0;1;0;0;0;0
3;1;1;2;1;0;1;0;0;0;0;0
3;1;2;47;2;1;0;1;0;0;0;0
3;1;2;14;7;1;0;0;0;0;0;0
3;1;1;208;3;0;0;0;1;0;0;0
3;1;1;3;1;1;1;0;0;0;0;0
3;2;1;16;5;1;0;0;0;0;1;0
3;1;2;74;3;1;0;0;1;0;0;0
3;1;1;269;5;0;0;0;0;0;1;0
3;1;1;7;6;1;0;0;0;0;0;1
3;1;1;29;4;1;0;0;0;1;0;0
3;1;1;29;4;0;0;0;0;1;0;0
3;1;1;2;4;0;0;0;0;1;0;0
3;1;1;98;5;0;0;0;0;0;1;0
3;1;1;76;2;0;0;1;0;0;0;0
3;1;1;68;3;1;0;0;1;0;0;0
3;1;1;4;7;1;0;0;0;0;0;0
3;1;2;70;2;1;0;1;0;0;0;0
3;2;1;4;7;1;0;0;0;0;0;0
3;1;1;111;1;1;1;0;0;0;0;0
3;1;4;3;2;0;0;1;0;0;0;0
3;1;1;6;7;1;0;0;0;0;0;0
3;1;1;9;4;1;0;0;0;1;0;0
3;1;2;62;7;1;0;0;0;0;0;0
3;2;2;26;2;1;0;1;0;0;0;0
3;1;2;280;4;0;0;0;0;1;0;0
3;1;1;24;5;0;0;0;0;0;1;0
3;1;1;32;5;1;0;0;0;0;1;0
3;1;2;80;7;1;0;0;0;0;0;0
3;1;2;46;2;1;0;1;0;0;0;0
3;1;2;7;5;1;0;0;0;0;1;0
3;1;1;143;2;1;0;1;0;0;0;0
3;2;1;3;5;0;0;0;0;0;1;0
3;1;2;13;4;1;0;0;0;1;0;0
3;1;1;1;4;0;0;0;0;1;0;0
3;2;1;14;2;1;0;1;0;0;0;0
3;1;1;127;2;0;0;1;0;0;0;0
3;1;2;66;2;0;0;1;0;0;0;0
3;1;1;470;2;0;0;1;0;0;0;0
3;1;2;64;4;1;0;0;0;1;0;0
3;1;1;59;5;1;0;0;0;0;1;0
3;1;2;23;3;1;0;0;1;0;0;0
3;1;1;181;4;1;0;0;0;1;0;0
3;1;1;217;5;0;0;0;0;0;1;0
3;2;1;77;3;1;0;0;1;0;0;0
3;1;1;126;1;1;1;0;0;0;0;0
3;1;1;52;2;0;0;1;0;0;0;0
3;1;1;108;5;0;0;0;0;0;1;0
3;2;1;15;3;0;0;0;1;0;0;0
3;1;2;599;5;0;0;0;0;0;1;0
3;1;2;56;2;1;0;1;0;0;0;0
3;1;2;13;1;0;1;0;0;0;0;0
3;1;1;120;2;1;0;1;0;0;0;0
3;1;1;22;6;0;0;0;0;0;0;1
3;1;3;122;3;1;0;0;1;0;0;0
3;1;1;5;4;1;0;0;0;1;0;0
3;1;1;301;5;1;0;0;0;0;1;0
3;1;1;1;6;1;0;0;0;0;0;1
3;1;2;2;2;0;0;1;0;0;0;0
3;1;1;32;4;1;0;0;0;1;0;0
3;2;2;3;2;0;0;1;0;0;0;0
3;1;1;82;3;1;0;0;1;0;0;0
3;1;2;10;1;0;1;0;0;0;0;0
3;1;1;40;1;0;1;0;0;0;0;0
3;1;2;23;4;1;0;0;0;1;0;0
3;1;1;16;5;1;0;0;0;0;1;0
3;1;1;3;6;0;0;0;0;0;0;1
3;1;3;62;3;0;0;0;1;0;0;0
3;1;2;32;5;1;0;0;0;0;1;0
3;1;2;1;4;1;0;0;0;1;0;0
3;1;1;48;3;1;0;0;1;0;0;0
3;1;1;598;1;0;1;0;0;0;0;0
3;2;1;95;2;1;0;1;0;0;0;0
3;1;1;3;5;1;0;0;0;0;1;0
3;1;3;49;5;1;0;0;0;0;1;0
3;1;2;4;5;1;0;0;0;0;1;0
3;1;1;93;3;1;0;0;1;0;0;0
3;1;1;6;2;1;0;1;0;0;0;0
3;2;1;91;2;1;0;1;0;0;0;0
3;2;2;21;3;0;0;0;1;0;0;0
3;1;1;25;5;0;0;0;0;0;1;0
3;1;1;22;3;1;0;0;1;0;0;0
3;2;2;59;3;1;0;0;1;0;0;0
3;1;2;445;4;0;0;0;0;1;0;0
3;1;1;125;3;1;0;0;1;0;0;0
3;1;2;6;3;0;0;0;1;0;0;0
3;1;2;6;3;1;0;0;1;0;0;0
3;1;1;545;1;0;1;0;0;0;0;0
3;1;1;45;5;1;0;0;0;0;1;0
3;1;1;194;2;1;0;1;0;0;0;0
3;1;1;5;5;1;0;0;0;0;1;0
3;1;2;74;7;0;0;0;0;0;0;0
3;1;1;1;3;0;0;0;1;0;0;0
3;2;2;123;1;0;1;0;0;0;0;0
3;1;2;30;1;0;1;0;0;0;0;0
3;2;1;78;2;1;0;1;0;0;0;0
3;1;1;190;1;1;1;0;0;0;0;0
3;2;2;113;3;1;0;0;1;0;0;0
3;3;1;94;1;1;1;0;0;0;0;0
2;1;1;3;6;1;0;0;0;0;0;1
2;1;1;20;3;0;0;0;1;0;0;0
2;1;1;3;4;0;0;0;0;1;0;0
2;1;1;7;2;0;0;1;0;0;0;0
2;1;1;18;7;1;0;0;0;0;0;0
2;1;1;3;3;1;0;0;1;0;0;0
2;1;1;2;5;1;0;0;0;0;1;0
2;1;1;39;2;1;0;1;0;0;0;0
2;1;1;13;7;0;0;0;0;0;0;0
2;1;2;89;4;1;0;0;0;1;0;0
2;1;1;5;5;1;0;0;0;0;1;0
2;1;1;16;3;0;0;0;1;0;0;0
2;1;1;118;2;0;0;1;0;0;0;0
2;1;1;16;7;1;0;0;0;0;0;0
2;1;1;2;4;1;0;0;0;1;0;0
2;1;2;58;1;1;1;0;0;0;0;0
2;1;1;9;1;1;1;0;0;0;0;0
2;1;1;5;7;0;0;0;0;0;0;0
2;1;1;29;3;1;0;0;1;0;0;0
2;1;3;371;4;0;0;0;0;1;0;0
2;1;1;68;1;1;1;0;0;0;0;0
2;1;1;5;7;0;0;0;0;0;0;0
2;1;1;73;7;1;0;0;0;0;0;0
2;1;1;118;4;0;0;0;0;1;0;0
2;1;1;7;5;1;0;0;0;0;1;0
2;2;4;11;1;1;1;0;0;0;0;0
2;1;1;7;5;0;0;0;0;0;1;0
2;1;1;65;3;1;0;0;1;0;0;0
2;1;2;2;3;1;0;0;1;0;0;0
2;1;1;354;4;0;0;0;0;1;0;0
2;2;1;120;3;0;0;0;1;0;0;0
2;1;1;55;1;1;1;0;0;0;0;0
2;1;2;1;6;1;0;0;0;0;0;1
2;1;1;93;3;0;0;0;1;0;0;0
2;1;1;53;2;0;0;1;0;0;0;0
2;1;2;7;4;1;0;0;0;1;0;0
2;1;1;3;4;0;0;0;0;1;0;0
2;2;1;4;3;0;0;0;1;0;0;0
2;1;2;29;1;1;1;0;0;0;0;0
2;1;1;34;4;1;0;0;0;1;0;0
2;1;1;32;3;1;0;0;1;0;0;0
2;1;1;98;2;0;0;1;0;0;0;0
2;1;1;69;3;1;0;0;1;0;0;0
2;1;1;6;1;1;1;0;0;0;0;0
2;1;2;3;5;0;0;0;0;0;1;0
2;1;2;60;3;1;0;0;1;0;0;0
2;1;1;246;4;1;0;0;0;1;0;0
2;1;7;5;3;1;0;0;1;0;0;0
2;1;1;11;4;1;0;0;0;1;0;0
2;1;1;312;1;0;1;0;0;0;0;0
2;1;1;31;2;1;0;1;0;0;0;0
2;1;1;19;5;1;0;0;0;0;1;0
2;1;2;26;5;1;0;0;0;0;1;0
2;1;2;3;5;1;0;0;0;0;1;0
2;1;1;5;4;1;0;0;0;1;0;0
2;1;1;2;1;1;1;0;0;0;0;0
2;1;1;17;6;1;0;0;0;0;0;1
2;1;1;1;1;1;1;0;0;0;0;0
2;1;2;412;4;0;0;0;0;1;0;0
2;1;1;55;3;0;0;0;1;0;0;0
2;1;2;12;1;0;1;0;0;0;0;0
2;1;1;4;7;0;0;0;0;0;0;0
2;1;1;98;4;1;0;0;0;1;0;0
2;1;2;42;7;1;0;0;0;0;0;0
2;1;1;3;4;1;0;0;0;1;0;0
2;1;1;1;4;1;0;0;0;1;0;0
2;1;1;9;1;1;1;0;0;0;0;0
2;1;1;6;7;0;0;0;0;0;0;0
2;2;1;85;3;1;0;0;1;0;0;0
2;1;1;13;1;0;1;0;0;0;0;0
2;1;1;422;3;1;0;0;1;0;0;0
2;1;1;9;7;1;0;0;0;0;0;0
2;1;2;12;1;0;1;0;0;0;0;0
2;1;1;5;3;0;0;0;1;0;0;0
2;1;1;10;3;0;0;0;1;0;0;0
2;1;1;7;6;1;0;0;0;0;0;1
2;1;2;13;4;0;0;0;0;1;0;0
2;1;2;1;7;1;0;0;0;0;0;0
2;1;2;13;1;0;1;0;0;0;0;0
2;1;1;6;1;1;1;0;0;0;0;0
2;1;1;8;7;1;0;0;0;0;0;0
2;1;1;38;3;0;0;0;1;0;0;0
2;1;2;86;2;1;0;1;0;0;0;0
2;1;2;139;2;1;0;1;0;0;0;0
2;1;2;1;7;1;0;0;0;0;0;0
2;1;1;3;5;1;0;0;0;0;1;0
2;1;1;479;4;1;0;0;0;1;0;0
2;1;1;8;2;0;0;1;0;0;0;0
2;1;1;7;3;0;0;0;1;0;0;0
2;1;1;106;1;1;1;0;0;0;0;0
2;1;1;10;3;1;0;0;1;0;0;0
2;1;1;13;3;1;0;0;1;0;0;0
2;1;1;31;4;1;0;0;0;1;0;0
2;1;2;55;2;0;0;1;0;0;0;0
2;1;2;53;1;0;1;0;0;0;0;0
2;1;1;1;5;0;0;0;0;0;1;0
2;2;1;72;3;0;0;0;1;0;0;0
2;1;1;25;4;1;0;0;0;1;0;0
2;1;1;37;3;1;0;0;1;0;0;0
2;1;1;16;2;0;0;1;0;0;0;0
2;1;1;14;4;0;0;0;0;1;0;0
2;1;1;6;3;1;0;0;1;0;0;0
2;1;1;1;5;1;0;0;0;0;1;0
2;1;2;2;3;0;0;0;1;0;0;0
2;1;2;37;4;0;0;0;0;1;0;0
2;1;1;34;2;0;0;1;0;0;0;0
2;1;2;4;4;0;0;0;0;1;0;0
2;1;1;56;3;1;0;0;1;0;0;0
2;1;1;49;4;0;0;0;0;1;0;0
2;1;2;86;1;1;1;0;0;0;0;0
2;1;1;1;5;1;0;0;0;0;1;0
2;1;1;97;1;1;1;0;0;0;0;0
2;1;2;2;1;1;1;0;0;0;0;0
2;1;1;74;4;1;0;0;0;1;0;0
2;1;1;169;2;0;0;1;0;0;0;0
2;1;2;593;5;0;0;0;0;0;1;0
2;1;1;183;3;1;0;0;1;0;0;0
2;1;1;2;3;1;0;0;1;0;0;0
2;1;1;7;3;0;0;0;1;0;0;0
2;1;1;320;4;0;0;0;0;1;0;0
2;1;1;18;4;1;0;0;0;1;0;0
2;2;1;18;7;1;0;0;0;0;0;0
2;2;2;8;5;0;0;0;0;0;1;0
2;1;1;18;4;1;0;0;0;1;0;0
2;1;1;1;6;1;0;0;0;0;0;1
2;1;1;35;1;0;1;0;0;0;0;0
2;1;1;391;4;0;0;0;0;1;0;0
2;1;1;11;7;1;0;0;0;0;0;0
2;1;1;50;1;1;1;0;0;0;0;0
2;1;1;5;5;0;0;0;0;0;1;0
2;1;1;23;7;0;0;0;0;0;0;0
2;1;1;36;2;1;0;1;0;0;0;0
2;1;1;25;3;1;0;0;1;0;0;0
2;1;3;50;3;1;0;0;1;0;0;0
2;1;2;295;2;0;0;1;0;0;0;0
2;1;1;9;2;0;0;1;0;0;0;0
2;1;1;4;1;0;1;0;0;0;0;0
2;1;2;1;3;1;0;0;1;0;0;0
2;1;1;2;1;1;1;0;0;0;0;0
2;1;1;5;1;0;1;0;0;0;0;0
2;1;1;3;1;1;1;0;0;0;0;0
2;1;1;124;7;1;0;0;0;0;0;0
2;1;3;122;4;1;0;0;0;1;0;0
2;1;1;7;4;0;0;0;0;1;0;0
2;1;1;1;6;1;0;0;0;0;0;1
2;1;1;126;5;1;0;0;0;0;1;0
2;1;2;107;1;1;1;0;0;0;0;0
2;1;2;58;5;0;0;0;0;0;1;0
2;1;1;1;6;1;0;0;0;0;0;1
2;2;1;4;2;0;0;1;0;0;0;0
2;1;1;8;6;1;0;0;0;0;0;1
2;1;1;12;1;1;1;0;0;0;0;0
2;1;3;201;2;1;0;1;0;0;0;0
2;1;1;227;2;0;0;1;0;0;0;0
2;1;1;23;3;1;0;0;1;0;0;0
2;1;1;2;1;1;1;0;0;0;0;0
2;1;3;2;4;0;0;0;0;1;0;0
2;1;1;23;1;0;1;0;0;0;0;0
2;1;1;190;5;0;0;0;0;0;1;0
2;1;2;26;4;1;0;0;0;1;0;0
2;1;1;71;4;1;0;0;0;1;0;0
2;1;2;4;5;0;0;0;0;0;1;0
2;1;1;38;1;0;1;0;0;0;0;0
2;1;2;1;7;1;0;0;0;0;0;0
2;1;2;10;3;0;0;0;1;0;0;0
2;1;1;18;3;1;0;0;1;0;0;0
2;1;1;3;4;1;0;0;0;1;0;0
2;1;3;47;4;0;0;0;0;1;0;0
2;1;1;4;7;1;0;0;0;0;0;0
2;1;1;48;4;1;0;0;0;1;0;0
2;1;1;4;7;0;0;0;0;0;0;0
2;1;1;2;6;0;0;0;0;0;0;1
2;1;1;13;1;1;1;0;0;0;0;0
2;2;2;2;2;1;0;1;0;0;0;0
2;1;1;4;2;1;0;1;0;0;0;0
2;1;1;46;3;1;0;0;1;0;0;0
2;1;1;52;2;1;0;1;0;0;0;0
2;2;2;2;3;1;0;0;1;0;0;0
2;1;1;1;4;1;0;0;0;1;0;0
2;1;2;4;1;1;1;0;0;0;0;0
2;1;1;2;4;1;0;0;0;1;0;0
2;1;1;2;3;1;0;0;1;0;0;0
2;1;1;61;2;1;0;1;0;0;0;0
2;1;2;16;5;0;0;0;0;0;1;0
2;1;1;43;7;0;0;0;0;0;0;0
2;1;1;17;6;0;0;0;0;0;0;1
2;1;1;4;4;1;0;0;0;1;0;0
2;1;2;74;6;1;0;0;0;0;0;1
2;1;2;29;3;1;0;0;1;0;0;0
2;1;1;1;1;0;1;0;0;0;0;0
2;1;1;2;5;0;0;0;0;0;1;0
2;2;2;9;7;0;0;0;0;0;0;0
2;1;1;2;5;0;0;0;0;0;1;0
2;1;1;11;1;1;1;0;0;0;0;0
2;1;1;5;7;1;0;0;0;0;0;0
2;1;1;1;3;0;0;0;1;0;0;0
2;1;2;51;1;0;1;0;0;0;0;0
2;1;2;17;7;1;0;0;0;0;0;0
2;1;1;199;4;1;0;0;0;1;0;0
2;1;1;17;7;1;0;0;0;0;0;0
1;1;1;37;2;1;0;1;0;0;0;0
1;1;2;7;4;0;0;0;0;1;0;0
1;1;1;82;3;0;0;0;1;0;0;0
1;1;1;1;6;1;0;0;0;0;0;1
1;1;1;95;4;1;0;0;0;1;0;0
1;1;4;267;4;0;0;0;0;1;0;0
1;2;1;8;1;0;1;0;0;0;0;0
1;1;1;645;1;0;1;0;0;0;0;0
1;1;1;1;1;1;1;0;0;0;0;0
1;1;1;2;4;0;0;0;0;1;0;0
1;1;1;88;5;1;0;0;0;0;1;0
1;1;1;49;2;1;0;1;0;0;0;0
1;1;1;16;1;0;1;0;0;0;0;0
1;1;1;76;6;1;0;0;0;0;0;1
1;1;1;28;5;1;0;0;0;0;1;0
1;1;1;7;2;0;0;1;0;0;0;0
1;1;1;15;7;1;0;0;0;0;0;0
1;1;1;7;1;0;1;0;0;0;0;0
1;1;1;10;6;1;0;0;0;0;0;1
1;1;1;21;4;1;0;0;0;1;0;0
1;1;1;11;4;0;0;0;0;1;0;0
1;1;1;19;3;1;0;0;1;0;0;0
1;1;2;63;6;1;0;0;0;0;0;1
1;1;1;6;1;0;1;0;0;0;0;0
1;1;1;35;1;0;1;0;0;0;0;0
1;1;1;132;2;1;0;1;0;0;0;0
1;1;1;30;4;1;0;0;0;1;0;0
1;1;1;289;4;1;0;0;0;1;0;0
1;1;1;31;1;1;1;0;0;0;0;0
1;1;1;40;5;1;0;0;0;0;1;0
1;1;1;12;1;1;1;0;0;0;0;0
1;1;1;61;7;1;0;0;0;0;0;0
1;1;1;410;4;0;0;0;0;1;0;0
1;1;1;48;2;1;0;1;0;0;0;0
1;1;1;10;4;1;0;0;0;1;0;0
1;1;2;33;2;1;0;1;0;0;0;0
1;1;3;45;2;1;0;1;0;0;0;0
1;1;1;8;2;1;0;1;0;0;0;0
1;1;1;20;3;1;0;0;1;0;0;0
1;1;1;491;5;1;0;0;0;0;1;0
1;1;1;2;3;0;0;0;1;0;0;0
1;3;1;4;2;0;0;1;0;0;0;0
1;1;1;63;1;1;1;0;0;0;0;0
1;1;1;14;4;0;0;0;0;1;0;0
1;1;1;12;7;1;0;0;0;0;0;0
1;1;1;5;7;1;0;0;0;0;0;0
1;1;1;115;3;1;0;0;1;0;0;0
1;1;2;116;5;0;0;0;0;0;1;0
1;1;2;3;1;0;1;0;0;0;0;0
1;1;1;252;4;0;0;0;0;1;0;0
1;1;1;5;1;0;1;0;0;0;0;0
1;1;1;2;5;0;0;0;0;0;1;0
1;1;1;66;1;1;1;0;0;0;0;0
1;1;1;49;1;1;1;0;0;0;0;0
1;1;1;312;2;0;0;1;0;0;0;0
1;1;1;28;4;0;0;0;0;1;0;0
1;1;1;2;5;1;0;0;0;0;1;0
1;1;1;122;4;1;0;0;0;1;0;0
1;2;1;142;3;0;0;0;1;0;0;0
1;1;1;13;1;1;1;0;0;0;0;0
1;1;1;100;2;0;0;1;0;0;0;0
1;1;1;1;5;1;0;0;0;0;1;0
1;1;3;107;4;1;0;0;0;1;0;0
1;1;1;10;1;1;1;0;0;0;0;0
1;1;1;260;4;0;0;0;0;1;0;0
1;1;1;495;3;0;0;0;1;0;0;0
1;1;1;5;2;0;0;1;0;0;0;0
1;1;1;10;2;1;0;1;0;0;0;0
1;2;1;421;4;1;0;0;0;1;0;0
1;1;1;24;3;0;0;0;1;0;0;0
1;1;1;32;2;1;0;1;0;0;0;0
1;1;1;65;4;0;0;0;0;1;0;0
1;1;1;4;4;1;0;0;0;1;0;0
1;1;1;23;3;1;0;0;1;0;0;0
1;1;1;11;4;0;0;0;0;1;0;0
1;1;2;28;3;0;0;0;1;0;0;0
1;1;1;111;5;1;0;0;0;0;1;0
1;1;1;1;1;1;1;0;0;0;0;0
1;1;1;3;3;0;0;0;1;0;0;0
1;1;1;3;6;0;0;0;0;0;0;1
1;1;1;33;7;0;0;0;0;0;0;0
1;1;1;46;1;1;1;0;0;0;0;0
1;1;9;312;2;0;0;1;0;0;0;0
1;1;1;24;2;0;0;1;0;0;0;0
